total_return,cagr,volatility,sharpe,sortino,max_drawdown,num_trades,hit_rate
-0.011024839978750367,-0.011153907256453599,0.0231625391649404,-0.4522997568898317,-0.4296933621275318,-0.023712165434572552,69.0,0.34782608695652173
