total_return,cagr,volatility,sharpe,sortino,max_drawdown,num_trades,hit_rate
-0.00648134999999983,-0.008822855949021768,0.028037459734469986,-0.30358012061340583,-0.18836333431992144,-0.01567645015405872,49.0,0.3469387755102041
